Name,ForeignID,Street,Bandar,Postcode,State,District,"Region (North, South, East or Central)",Country Code,Email,Telephone,Mobile,Accessibilty Roadtanker,Binary opening weekdays string,Actual max. size,"Latitude/Longitude, Road",Distribution Channel for SAP field,User Min Stock,User Max Stock,Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,"Position Method, Road","Position Method, Home",POI,Overridden terminal for 97,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Monthly Diesel Quota,Marked for export,"Latitude/Longitude, Home",Last changed by user,Last changed,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Default terminal,CUSTOMERINFOTEXT23,Customer type,Created by user,Created,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Closing time,Alternative Street,Address District
PNK SG TINGGI - ST3,80006577,"BAGAN PANCUR, SG TINGGI 3, , JETI NO 72, BAGAN PANCHOR",PANTAI REMIS,34900,PER,COMNAT,,PEN,norazhan@petronas.com.my,,,21840,1111111,,"(1.365766, 104.107297)",CO,,,Default,PNK SG TINGGI - ST3,90009258,80006577,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.365766, 104.107297)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,22/01/16 16:37,Malaysia,"(1068912, 151564)","(1068912, 151564)",,17:00:00,,- Invalid -
PNK SG TINGGI - ST3 [DLV LUMUT],80044834,"BAGAN PANCUR, SG TINGGI 3, JETI NO 72, BAGAN PANCHOR,",PANTAI REMIS,34900,PER,COMNAT,CENTRAL,PEN,hamizanr@petronas.com.my,019-9527930,,32760,1111110,,"(1.365766, 104.107297)",CO,,,Default,PNK SG TINGGI - ST3 [DLV LUMUT],90017218,80044834,D001,,,Invalid,,8:00:00,,13:00:00,,14:00:00,,,FALSE,"(1.365766, 104.107297)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,16/12/14 11:16,Malaysia,"(1068912, 151564)","(1068912, 151564)",,17:00:00,,- Invalid -
PNK SG TINGGI - ST4,80008579,"JETI P 93, BAGAN PANCHOR, ,",PANTAI REMIS,34900,PER,COMNAT,,PEN,norazhan@petronas.com.my,,,21840,1111111,,"(4.525037, 100.654124)",CO,,,Default,PNK SG TINGGI - ST4,90009258,80008579,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.525037, 100.654124)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,22/01/16 16:47,Malaysia,"(683518, 500372)","(683518, 500372)",,17:00:00,,- Invalid -
PNK SG TINGGI - ST6 SG KERANG,80008585,"PENGKALAN SG KERANG, PENGKALAN SUNGAI KERANG,",TRONG,34800,PER,COMNAT,,PEN,norazhan@petronas.com.my,,,38220,1111111,,"(4.595563, 100.677184)",CO,,,Default,PNK SG TINGGI - ST6 SG KERANG,90009258,80008585,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.595563, 100.677184)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,22/01/16 17:08,Malaysia,"(686059, 508177)","(686059, 508177)",,17:00:00,,- Invalid -
PNK SG TINGGI -ST4 [DLV LUMUT],80044845,"JETI P 93, BAGAN PANCHOR, ,",PANTAI REMIS,34900,PER,COMNAT,CENTRAL,PEN,hamizanr@petronas.com.my,019-9527930,,32760,1111110,,"(4.525037, 100.654124)",CO,,,Default,PNK SG TINGGI -ST4 [DLV LUMUT],90017218,80044845,D001,,,Invalid,,8:00:00,,13:00:00,,14:00:00,,,FALSE,"(4.525037, 100.654124)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,16/12/14 11:16,Malaysia,"(683518, 500372)","(683518, 500372)",,17:00:00,,- Invalid -
PNK SUNGAI BESAR (BNO),80046469,"NO 42, JALAN 2, BNO, ,",SABAK BERNAM,45200,SEL,COMNAT,,PEN,hamizanr@petronas.com.my,137773088,,32760,1111110,,"(3.772637, 100.878893)",CO,,,Default,PNK SUNGAI BESAR (BNO),90017218,80046469,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.772637, 100.878893)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(708661, 417221)","(708661, 417221)",,17:00:00,,- Invalid -
PNK SUNGAI BESAR (BNO),80004655,"NO 42, JALAN 2, BNO, ,",SABAK BERNAM,45200,SEL,COMNAT,,PEN,norazhan@petronas.com.my,,,32760,1111111,,"(3.772637, 100.878893)",CO,,,Default,PNK SUNGAI BESAR (BNO),90009258,80004655,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.772637, 100.878893)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,22/01/16 15:36,Malaysia,"(708661, 417221)","(708661, 417221)",,17:00:00,,- Invalid -
PNK SUNGAI BESAR (SG LANG),80046470,"NO 8/54 SUNGAI LANG, ,",SABAR BERNAM,45200,SEL,COMNAT,,PEN,hamizanr@petronas.com.my,137773088,,32760,1111110,,"(3.844531, 100.824639)",CO,,,Default,PNK SUNGAI BESAR (SG LANG),90017218,80046470,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.844531, 100.824639)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(702617, 425159)","(702617, 425159)",,17:00:00,,- Invalid -
PNK SUNGAI BESAR (SG LANG),80004654,"NO 8/54 SUNGAI LANG, ,",SABAR BERNAM,45200,SEL,COMNAT,,PEN,norazhan@petronas.com.my,,,32760,1111111,,"(3.844531, 100.824639)",CO,,,Default,PNK SUNGAI BESAR (SG LANG),90009258,80004654,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.844531, 100.824639)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,22/01/16 15:36,Malaysia,"(702617, 425159)","(702617, 425159)",,17:00:00,,- Invalid -
PNK TELUK BAHANG (DLV PRAI),80051044,"KOMPLEKS PERIKANAN LKIM, JALAN HASSAN ABAS,",TELUK BAHANG,11050,PIN,COMNAT,NORTH,PEN,norazhan@petronas.com.my,,,32760,1111100,,"(5.390028, 100.188872)",CO,,,Default,PNK TELUK BAHANG (DLV PRAI),90044216,80051044,D001,,,Invalid,,8:30:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(5.390028, 100.188872)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,16/02/16 14:56,Malaysia,"(631720, 595906)","(631720, 595906)",,17:00:00,,- Invalid -
PNK TELUK BAHANG INDUSTRIAL,80051315,"KOMPLEKS PERIKANAN LKIM, JALAN HASSAN ABAS,",TELUK BAHANG,11050,PIN,,NORTH,PEN,norazhan@petronas.com.my,,,32760,1111001,,"(5.459818, 100.210147)",CO,,,Default,PNK TELUK BAHANG INDUSTRIAL,NaN,80051315,D001,,,Invalid,,8:30:00,12:30:00,12:03:00,12:30:00,12:30:00,,,FALSE,"(5.459818, 100.210147)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,28/04/16 14:57,Malaysia,"(634062, 603627)","(634062, 603627)",,17:00:00,,- Invalid -
PNK TG DAWAI INDUSTRIAL,80051043,"KOMPLEKS PERIKANAN, LKIM, TG DAWAI",KUALA KEDAH,6600,KED,,NORTH,PEN,norazhan@petronas.com.my,,,32760,1111100,,"(5.679483, 100.371403)",CO,,,Default,PNK TG DAWAI INDUSTRIAL,NaN,80051043,D001,,,Invalid,,8:30:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(5.679483, 100.371403)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,16/02/16 12:55,Malaysia,"(651873, 627954)","(651873, 627954)",,17:00:00,,- Invalid -
PNK TUMPAT INDUSTRIAL,80004557,"D/A KOMPLEKS LKIM GETING, ,","GETING, PANGKALAN KUBOR",16200,KEL,COMNAT,EAST,PEN,norazhan@petronas.com.my,,,32760,1111111,,"(6.228248, 102.102388)",CO,,,Default,PNK TUMPAT INDUSTRIAL,90009258,80004557,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.228248, 102.102388)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,12/01/16 9:59,Malaysia,"(843359, 689445)","(843359, 689445)",,18:00:00,,- Invalid -
PNK TUMPAT-HILIR PASAR [DLV KERTEH],80004660,"JALAN HILIR PASAR, ,",TUMPAT,16200,KEL,COMNAT,,PEN,hamizanr@petronas.com.my,97211260,,32760,1111110,,"(6.200187, 102.171760)",CO,,,Default,PNK TUMPAT-HILIR PASAR [DLV KERTEH],90017218,80004660,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.200187, 102.171760)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(851063, 686384)","(851063, 686384)",,22:00:00,,- Invalid -
PNK TUMPAT-LKIM GETING [DLV KERTEH],80006912,"D/A KOMPLEKS LKIM GETING, ,","GETING, PANGKALAN KUBOR",16200,KEL,COMNAT,,PEN,hamizanr@petronas.com.my,97211260,,32760,1111110,,"(6.228248, 102.102388)",CO,,,Default,PNK TUMPAT-LKIM GETING [DLV KERTEH],90017218,80006912,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.228248, 102.102388)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(843359, 689445)","(843359, 689445)",,22:00:00,,- Invalid -
POLIS DIRAJA MALAYSIA,80004520,"CPEGAWAI PEMERINTAH, PENGKALAN POLIS MARIN KG ACHEH, KAMPONG ACHEH",SITIAWAN,32000,PER,COMNAT,,PEN,ahmadakmal@petronas.com.my,46439453,,10920,1111110,,"(4.245075, 100.670127)",CO,,,Default,POLIS DIRAJA MALAYSIA,90015225,80004520,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.245075, 100.670127)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(685363, 469417)","(685363, 469417)",,17:00:00,,- Invalid -
POLYPLUS PACKAGES SDN BHD,80040896,"JLN CYBER 5, PHASE 111, SENAI INDUSTRIAL ESTATE, PLO 97, 98 & 99",SENAI,81400,JOH,SOUTH1,NORTH,PEN,rasulhashim@petronas.com.my,,,21840,1111111,,"(1.634156, 103.653547)",CO,,,Default,POLYPLUS PACKAGES SDN BHD,90017536,80040896,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.634156, 103.653547)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M909,,Commercial,STARSPRD01_ImportServer,24/12/14 17:34,Malaysia,"(1018187, 181225)","(1018187, 181225)",,17:00:00,,- Invalid -
PONDEROSA GOLF&COUNTRY RESORT,90014821,"TAMAN MOLEK, 10C, JALAN BUMI HIJAU TIGA,",JOHOR BHARU,81100,JOH,SOUTH1,,PEN,fazila.molok@petronas.com.my,197300098,,32760,1111111,,"(1.511954, 103.785272)",CO,,,Default,PONDEROSA GOLF&COUNTRY RESORT,90014821,90014821,D001,,,Invalid,,9:00:00,,,,,,,FALSE,"(1.511954, 103.785272)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1032920, 167705)","(1032920, 167705)",,17:00:00,,- Invalid -
PORT KLANG ( C ),80051138,"KTMB LOKO, DEPOH LOKO PELABUHAN KLANG, JALAN LIMBONGAN",PELABUHAN KLANG,42000,SEL,COMNAT,CENTRAL,PEN,nadhil.latif@petronas.com.my,,,,1111100,,"(3.004167, 101.413375)",CO,,,Default,PORT KLANG ( C ),90031152,80051138,D001,,,Invalid,,12:30:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(3.004167, 101.413375)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,24/03/16 12:08,Malaysia,"(768261, 332350)","(768261, 332350)",,12:30:00,,- Invalid -
POWER HOUSE,80009349,"KM 45, JALAN PADANG SANAI, ,",KUALA NERANG,6300,KED,COMNAT,NORTH,PEN,,,,21840,1111111,,"(6.281066, 100.603471)",CO,,,Default,POWER HOUSE,90016568,80009349,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(6.281066, 100.603471)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,05/01/15 14:54,Malaysia,"(677385, 694546)","(677385, 694546)",,23:59:59,,- Invalid -
POWER SYSTEMS DIVISION,80032832,"NO. 1 JALAN PUCHONG, ,",PUCHONG,47100,SEL,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(3.017587, 101.612984)",CO,,,Default,POWER SYSTEMS DIVISION,90009249,80032832,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.017587, 101.612984)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(790460, 333886)","(790460, 333886)",,17:00:00,,- Invalid -
POWERHOUSE PROTON PLANT,80030450,"HICOM INDUSTRIAL ESTATE, BATU TIGA,",SHAH ALAM,40000,SEL,CENTR1,,PEN,kamarul_azhar@petronas.com.my,123417810,,21840,1111110,,"(3.039383, 101.561738)",CO,,,Default,POWERHOUSE PROTON PLANT,90001523,80030450,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.039383, 101.561738)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(784754, 336284)","(784754, 336284)",,17:00:00,,- Invalid -
POWERNET INDUSTRIES SDN BHD,90042532,"NO.54 BATU 4 JALAN, BENTONG-KUALA LUMPUR,",BENTONG,28700,PAH,EAST1,,PEN,roduanjusoh@petronas.com.my,,,21840,1111111,,"(3.502445, 101.912362)",CO,,,Default,POWERNET INDUSTRIES SDN BHD,90042532,90042532,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(3.502445, 101.912362)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,18/12/14 19:11,Malaysia,"(823611, 387633)","(823611, 387633)",,23:59:59,,- Invalid -
POWERTEK BERHAD,90041306,"LEVEL 43, MENARA MAXIS, KUALA CITY CENTRE,",KUALA LUMPUR,50088,PSK,COMNAT,SOUTH,PEN,norazhan@petronas.com.my,,,43680,1111111,,"(2.346610, 102.052661)",CO,,,Default,POWERTEK BERHAD,90041306,90041306,D001,,,Invalid,,8:30:00,,,,,,,FALSE,"(2.346610, 102.052661)",STARSPRD01_ImportServer,06/10/16 1:05,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,26/08/16 15:37,Malaysia,"(839563, 259743)","(839563, 259743)",,17:30:00,,- Invalid -
PPC-MAIN LINE-GATE 5(S3),80002008,"BATU TIGA, ,",SHAH ALAM,40918,SEL,CENTR1,,PEN,kamarul_azhar@petronas.com.my,126104707,,21840,1111111,,"(3.039383, 101.561738)",CO,,,Default,PPC-MAIN LINE-GATE 5(S3),90001523,80002008,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.039383, 101.561738)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(784754, 336284)","(784754, 336284)",,17:00:00,,- Invalid -
Prai LPG Bottling Plant,90030099,"Lot 93 Prai Industrial Estate, ,",Prai,13600,PIN,NORTH1,NORTH,PEN,,,,21840,1111111,,"(5.374407, 100.390454)",CO,,,Default,Prai LPG Bottling Plant,90030099,90030099,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(5.374407, 100.390454)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M81A,,Commercial,STARSPRD01_ImportServer,29/12/14 17:23,Malaysia,"(654062, 594226)","(654062, 594226)",,23:59:59,,- Invalid -
PRAI POWER SDN BHD,80039890,"JALAN PERUSAHAAN, ,",PRAI,13600,PIN,COMNAT,,PEN,,133248197,,32760,1111110,,"(5.376337, 100.372718)",CO,,,Default,PRAI POWER SDN BHD,90035437,80039890,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.376337, 100.372718)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(652096, 594435)","(652096, 594435)",,22:00:00,,- Invalid -
PRASARANA RAYA SDN. BHD.Â ,90040934,"SUITE 50-5-34, LEVEL 5, WISMA UOA DAMANSARA, 50 JLN DUNGUN,",KUALA LUMPUR,50490,PSK,CENTR1,,PEN,fadzli_khamis@petronas.com.my,123621660,,10920,1111110,,"(1.752733, 103.899080)",CO,,,Default,PRASARANA RAYA SDN. BHD.Â ,90040934,90040934,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.752733, 103.899080)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M845,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1045560, 194445)","(1045560, 194445)",,17:00:00,,- Invalid -
PRESIDENT HOTEL SDN BHD,90017749,"PARKROYAL PENANG RESORT, BATU FERRINGHI,",PULAU PINANG,11100,PIN,NORTH1,,PEN,ridzuan_hm@petronas.com.my,48811133,,21840,1111110,,"(5.472163, 100.245994)",CO,,,Default,PRESIDENT HOTEL SDN BHD,90017749,90017749,D001,,,Invalid,,9:00:00,,,,,,,FALSE,"(5.472163, 100.245994)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(638031, 605000)","(638031, 605000)",,17:00:00,,- Invalid -
PRIMA OFFSHORE SDN BHD,90045065,"NO. 20A, JALAN DANAU 2, TAMAN DESA JAYA,",JOHOR BAHRU,81100,JOH,SOUTH1,SOUTH,PEN,fazila.molok@petronas.com.my,137690055,,21840,1111111,,"(1.492658, 103.741359)",CO,,,Default,PRIMA OFFSHORE SDN BHD,90045065,90045065,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.492658, 103.741359)",STARSPRD01_ImportServer,30/06/16 1:07,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,28/06/16 9:26,Malaysia,"(1028023, 165554)","(1028023, 165554)",,19:00:00,,- Invalid -
PRIMABEKAL SDN BHD,90000865,"100C JLN DATO&apos;NGAU KEN LOCK, ,",TEMERLOH,28000,PAH,EAST1,,PEN,roduanjusoh@petronas.com.my,,,32760,1111111,,"(3.447077, 102.412648)",CO,,,Default,PRIMABEKAL SDN BHD,90000865,90000865,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.447077, 102.412648)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,11/03/15 19:07,Malaysia,"(879284, 381690)","(879284, 381690)",,17:00:00,,- Invalid -
PROCESSING PLANT,80049320,"NO. 11B LOT PT 14725, SIME DARBY ALIF FOOD INDUSTRIES SDN BHD, SENAWANG NEW INDUSTRIAL PARK",SEREMBAN,70400,SER,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,21840,1111110,,"(2.813483, 101.775277)",CO,,,Default,PROCESSING PLANT,90041824,80049320,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.813483, 101.775277)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(808570, 311344)","(808570, 311344)",,17:00:00,,- Invalid -
PRODUCT SUPPORT DEPARTMENT,80049180,"NO. 100, JALAN SUBANG BARU 2A, SEKSYEN U3,",SHAH ALAM,40150,SEL,COMNAT,,PEN,safrikamal@petronas.com.my,192765480,,10920,1111110,,"(3.063225, 101.617741)",CO,,,Default,PRODUCT SUPPORT DEPARTMENT,90036483,80049180,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.063225, 101.617741)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(790977, 338937)","(790977, 338937)",,17:00:00,,- Invalid -
PROJEK AGROPOLITAN FELDA BATU 8,80051193,"LEPAR, JALAN KUANTAN-SEGAMAT, PEKAN",PEKAN,26650,PAH,COMNAT,EAST,PEN,firdaus_kamilrudin@petronas.com.my,,,21840,1111100,,"(3.492099, 103.389546)",CO,,,Default,PROJEK AGROPOLITAN FELDA BATU 8,90041825,80051193,D001,,,Invalid,,8:00:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(3.492099, 103.389546)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,18/03/16 11:17,Malaysia,"(988023, 387127)","(988023, 387127)",,17:00:00,,- Invalid -
PROJEK AGROPOLITAN PEKAN,80049321,"RPS RUNCHANG, JALAN KUANTAN-SEGAMAT,",PEKAN,26600,PAH,COMNAT,EAST,PEN,safrikamal@petronas.com.my,,,21840,1111111,,"(3.492099, 103.389546)",CO,,,Default,PROJEK AGROPOLITAN PEKAN,90041825,80049321,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.492099, 103.389546)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,10/03/16 16:47,Malaysia,"(988023, 387127)","(988023, 387127)",,17:00:00,,- Invalid -
Projek LPT-Bkt. Bauk,80047199,"P9B-ProjekLebuhraya P.Timur Fasa 2, HUTAN SIMPAN BKT BAUK,, CH102,500-CH107,700","DUNGUN,TRENGGANU",23000,TRE,CENTR1,,PEN,rozaini_ramli@petronas.com.my,341062020,,10920,1111110,,"(4.736694, 103.429627)",CO,,,Default,Projek LPT-Bkt. Bauk,90040162,80047199,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.736694, 103.429627)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(991721, 525131)","(991721, 525131)",,18:00:00,,- Invalid -
Projek LPT-PK3,80047205,"PK3-Pjk Lebuhraya Ptai Timur Fasa2, PAKEJ 3 CH26,100-CH40,038,","KEMAMAN,TRENGGANU",24000,TRE,CENTR1,,PEN,rozaini_ramli@petronas.com.my,341062020,,10920,1111110,,"(4.268487, 103.458174)",CO,,,Default,Projek LPT-PK3,90040162,80047205,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.268487, 103.458174)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(995214, 473241)","(995214, 473241)",,17:00:00,,- Invalid -
PROTON EDAR SDN BHD,80047193,"PROTON TANJUNG MALIM, ,","TANJUNG MALIM,PERAK",35900,PER,CENTR1,,PEN,shellawati_ramane@petronas.com.my,380269258,,21840,1111111,,"(3.724483, 101.528775)",CO,,,Default,PROTON EDAR SDN BHD,90039598,80047193,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.724483, 101.528775)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(780890, 412076)","(780890, 412076)",,17:00:00,,- Invalid -
PRUDENTIAL AMPRI CLEANROOM SERVICES,90042917,"LOT 10, KAWASAN PERINDUSTRIAN MIEL, BATANG KALI PHASE 2,",BATANG KALI,44300,SEL,CENTR1,CENTRAL,PEN,fadzli_khamis@petronas.com.my,163304092,,"16,380",1111100,,"(3.481936, 101.636897)",CO,,,Default,PRUDENTIAL AMPRI CLEANROOM SERVICES,90042917,90042917,D001,,,Invalid,,8:30:00,,12:00:00,,14:00:00,,,FALSE,"(3.481936, 101.636897)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,01/03/15 10:58,Malaysia,"(792986, 385273)","(792986, 385273)",,11:00:00,,- Invalid -
PSK BUILDERS SDN BHD,80046473,"INFRA 2 (W364), NO. 7 PERSIARAN LEDANG HEIGHTS,","NUSA JAYA,J. BAHRU",81560,JOH,CENTR1,,PEN,rozaini_ramli@petronas.com.my,192220152,,16380,1111110,,"(3.000439, 101.541959)",CO,,,Default,PSK BUILDERS SDN BHD,90030661,80046473,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.000439, 101.541959)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(782564, 331970)","(782564, 331970)",,17:00:00,,- Invalid -
PTP - TUG BOAT,80037561,"BLOCK A, WISMA PTP, JALAN PELABUHAN TANJUNG PELEPAS,",GELANG PATAH,81560,JOH,SOUTH1,SOUTH,PEN,musdi@petronas.com.my,,,32760,1111111,,"(1.365746, 103.552311)",CO,,,Default,PTP - TUG BOAT,90018231,80037561,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(1.365746, 103.552311)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,17/12/14 21:16,Malaysia,"(1006952, 151437)","(1006952, 151437)",,23:59:59,,- Invalid -
PULADA KEM ULU TIRAM,80006783,"KEM ULU TIRAM, ,",JOHORE BHARU,80990,JOH,COMNAT,,PEN,,135070148,,27300,1111110,,"(1.592455, 103.823365)",CO,,,Default,PULADA KEM ULU TIRAM,90004713,80006783,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.592455, 103.823365)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(1037152, 176644)","(1037152, 176644)",,17:00:00,,- Invalid -
PUSAT HIDROGRAFI NASIONAL,80049268,"BANDAR ARMADA PUTRA, PULAU INDAH, PELABUHAN KELANG",PULAU INDAH,42920,SEL,COMNAT,,PEN,zaharaz@petronas.com.my,174222758,,21840,1111110,,"(2.949041, 101.331761)",CO,,,Default,PUSAT HIDROGRAFI NASIONAL,90004734,80049268,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.949041, 101.331761)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M660,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(759197, 326232)","(759197, 326232)",,17:00:00,,- Invalid -
